Contract Year,Sample ID,Population,Type,Date collected,Subsp.,Sex,Processed?,Extracted Sample Location,Sample Plate,Backup Sample in Lysis?,Leftover of Original Sample?,Sample Location,,,,,,,,,,,,,
2023/2024,1974,Grasslands National Park,hair,2023,,,Y,2023/2024 Contract Box 1,2023/2024 Contract Plate 2,N,Hair,Chest freezer - hair and biopsy bin,,,,,,,,,,,,,
2023/2024,1975,Grasslands National Park,hair,2023,,,Y,2023/2024 Contract Box 1,2023/2024 Contract Plate 2,N,Hair,Chest freezer - hair and biopsy bin,,,,,,,,,,,,,
2023/2024,1976,Grasslands National Park,hair,2023,,,Y,2023/2024 Contract Box 1,2023/2024 Contract Plate 2,N,Hair,Chest freezer - hair and biopsy bin,,,,,,,,,,,,,
2023/2024,1977,Grasslands National Park,hair,2023,,,Y,2023/2024 Contract Box 1,2023/2024 Contract Plate 2,N,Hair,Chest freezer - hair and biopsy bin,,,,,,,,,,,,,
2023/2024,1979,Grasslands National Park,hair,2023,,,Y,2023/2024 Contract Box 1,2023/2024 Contract Plate 2,N,Hair,Chest freezer - hair and biopsy bin,,,,,,,,,,,,,
2023/2024,1981,Grasslands National Park,hair,2023,,,Y,2023/2024 Contract Box 1,2023/2024 Contract Plate 2,N,Hair,Chest freezer - hair and biopsy bin,,,,,,,,,,,,,
2023/2024,1983,Grasslands National Park,hair,2023,,,Y,2023/2024 Contract Box 1,2023/2024 Contract Plate 2,N,Hair,Chest freezer - hair and biopsy bin,,,,,,,,,,,,,
2023/2024,1985,Grasslands National Park,hair,2023,,,Y,2023/2024 Contract Box 1,2023/2024 Contract Plate 2,N,Hair,Chest freezer - hair and biopsy bin,,,,,,,,,,,,,
2023/2024,1987,Grasslands National Park,hair,2023,,,Y,2023/2024 Contract Box 1,2023/2024 Contract Plate 2,N,Hair,Chest freezer - hair and biopsy bin,,,,,,,,,,,,,
2023/2024,5494,Grasslands National Park,hair,2023,,,Y,2023/2024 Contract Box 1,2023/2024 Contract Plate 2,N,Hair,Chest freezer - hair and biopsy bin,,,,,,,,,,,,,
2023/2024,8024,Grasslands National Park,hair,2023,,,Y,2023/2024 Contract Box 1,2023/2024 Contract Plate 2,N,Hair,Chest freezer - hair and biopsy bin,,,,,,,,,,,,,
2023/2024,8026,Grasslands National Park,hair,2023,,,Y,2023/2024 Contract Box 1,2023/2024 Contract Plate 2,N,Hair,Chest freezer - hair and biopsy bin,,,,,,,,,,,,,
2023/2024,8028,Grasslands National Park,hair,2023,,,Y,2023/2024 Contract Box 1,2023/2024 Contract Plate 2,N,Hair,Chest freezer - hair and biopsy bin,,,,,,,,,,,,,
2023/2024,8032,Grasslands National Park,hair,2023,,,Y,2023/2024 Contract Box 1,2023/2024 Contract Plate 2,N,Hair,Chest freezer - hair and biopsy bin,,,,,,,,,,,,,
2023/2024,8034,Grasslands National Park,hair,2023,,,Y,2023/2024 Contract Box 1,2023/2024 Contract Plate 2,N,Hair,Chest freezer - hair and biopsy bin,,,,,,,,,,,,,
2023/2024,8039,Grasslands National Park,hair,2023,,,Y,2023/2024 Contract Box 1,2023/2024 Contract Plate 2,N,Hair,Chest freezer - hair and biopsy bin,,,,,,,,,,,,,
2023/2024,8040,Grasslands National Park,hair,2023,,,Y,2023/2024 Contract Box 1,2023/2024 Contract Plate 2,N,Hair,Chest freezer - hair and biopsy bin,,,,,,,,,,,,,
2023/2024,8044,Grasslands National Park,hair,2023,,,Y,2023/2024 Contract Box 1,2023/2024 Contract Plate 2,N,Hair,Chest freezer - hair and biopsy bin,,,,,,,,,,,,,
2023/2024,8050,Grasslands National Park,hair,2023,,,Y,2023/2024 Contract Box 1,2023/2024 Contract Plate 2,N,Hair,Chest freezer - hair and biopsy bin,,,,,,,,,,,,,
2023/2024,8052,Grasslands National Park,hair,2023,,,Y,2023/2024 Contract Box 1,2023/2024 Contract Plate 2,N,Hair,Chest freezer - hair and biopsy bin,,,,,,,,,,,,,
2023/2024,8057,Grasslands National Park,hair,2023,,,Y,2023/2024 Contract Box 1,2023/2024 Contract Plate 2,N,Hair,Chest freezer - hair and biopsy bin,,,,,,,,,,,,,
2023/2024,8059,Grasslands National Park,hair,2023,,,Y,2023/2024 Contract Box 1,2023/2024 Contract Plate 2,N,Hair,Chest freezer - hair and biopsy bin,,,,,,,,,,,,,
2023/2024,8062,Grasslands National Park,hair,2023,,,Y,2023/2024 Contract Box 1,2023/2024 Contract Plate 2,N,Hair,Chest freezer - hair and biopsy bin,,,,,,,,,,,,,
2023/2024,8064,Grasslands National Park,hair,2023,,,Y,2023/2024 Contract Box 1,2023/2024 Contract Plate 2,N,Hair,Chest freezer - hair and biopsy bin,,,,,,,,,,,,,
2023/2024,8065,Grasslands National Park,hair,2023,,,Y,2023/2024 Contract Box 1,2023/2024 Contract Plate 2,N,Hair,Chest freezer - hair and biopsy bin,,,,,,,,,,,,,
2023/2024,8083,Grasslands National Park,hair,2023,,,Y,2023/2024 Contract Box 1,2023/2024 Contract Plate 2,N,Hair,Chest freezer - hair and biopsy bin,,,,,,,,,,,,,
2023/2024,8097,Grasslands National Park,hair,2023,,,Y,2023/2024 Contract Box 1,2023/2024 Contract Plate 2,N,Hair,Chest freezer - hair and biopsy bin,,,,,,,,,,,,,
2023/2024,8110,Grasslands National Park,hair,2023,,,Y,2023/2024 Contract Box 1,2023/2024 Contract Plate 2,N,Hair,Chest freezer - hair and biopsy bin,,,,,,,,,,,,,
2023/2024,8117,Grasslands National Park,hair,2023,,,Y,2023/2024 Contract Box 1,2023/2024 Contract Plate 2,N,Hair,Chest freezer - hair and biopsy bin,,,,,,,,,,,,,
2023/2024,8118,Grasslands National Park,hair,2023,,,Y,2023/2024 Contract Box 1,2023/2024 Contract Plate 2,N,Hair,Chest freezer - hair and biopsy bin,,,,,,,,,,,,,
2023/2024,8122,Grasslands National Park,hair,2023,,,Y,2023/2024 Contract Box 1,2023/2024 Contract Plate 2,N,Hair,Chest freezer - hair and biopsy bin,,,,,,,,,,,,,
2023/2024,8128,Grasslands National Park,hair,2023,,,Y,2023/2024 Contract Box 1,2023/2024 Contract Plate 2,N,Hair,Chest freezer - hair and biopsy bin,,,,,,,,,,,,,
2023/2024,8141,Grasslands National Park,hair,2023,,,Y,2023/2024 Contract Box 1,2023/2024 Contract Plate 2,N,Hair,Chest freezer - hair and biopsy bin,,,,,,,,,,,,,
2023/2024,8145,Grasslands National Park,hair,2023,,,Y,2023/2024 Contract Box 1,2023/2024 Contract Plate 2,N,Hair,Chest freezer - hair and biopsy bin,,,,,,,,,,,,,
2023/2024,8151,Grasslands National Park,hair,2023,,,Y,2023/2024 Contract Box 1,2023/2024 Contract Plate 2,N,Hair,Chest freezer - hair and biopsy bin,,,,,,,,,,,,,
2023/2024,8154,Grasslands National Park,hair,2023,,,Y,2023/2024 Contract Box 1,2023/2024 Contract Plate 2,N,Hair,Chest freezer - hair and biopsy bin,,,,,,,,,,,,,
2023/2024,8164,Grasslands National Park,hair,2023,,,Y,2023/2024 Contract Box 1,2023/2024 Contract Plate 2,N,Hair,Chest freezer - hair and biopsy bin,,,,,,,,,,,,,
2023/2024,8173,Grasslands National Park,hair,2023,,,Y,2023/2024 Contract Box 1,2023/2024 Contract Plate 2,N,Hair,Chest freezer - hair and biopsy bin,,,,,,,,,,,,,
2023/2024,8179,Grasslands National Park,hair,2023,,,Y,2023/2024 Contract Box 1,2023/2024 Contract Plate 2,N,Hair,Chest freezer - hair and biopsy bin,,,,,,,,,,,,,
2023/2024,8184,Grasslands National Park,hair,2023,,,Y,2023/2024 Contract Box 1,2023/2024 Contract Plate 2,N,Hair,Chest freezer - hair and biopsy bin,,,,,,,,,,,,,
2023/2024,8190,Grasslands National Park,hair,2023,,,Y,2023/2024 Contract Box 1,2023/2024 Contract Plate 2,N,Hair,Chest freezer - hair and biopsy bin,,,,,,,,,,,,,
2023/2024,8193,Grasslands National Park,hair,2023,,,Y,2023/2024 Contract Box 1,2023/2024 Contract Plate 2,N,Hair,Chest freezer - hair and biopsy bin,,,,,,,,,,,,,
2023/2024,8197,Grasslands National Park,hair,2023,,,Y,2023/2024 Contract Box 1,2023/2024 Contract Plate 2,N,Hair,Chest freezer - hair and biopsy bin,,,,,,,,,,,,,
2023/2024,8207,Grasslands National Park,hair,2023,,,Y,2023/2024 Contract Box 1,2023/2024 Contract Plate 2,N,Hair,Chest freezer - hair and biopsy bin,,,,,,,,,,,,,
2023/2024,8209,Grasslands National Park,hair,2023,,,Y,2023/2024 Contract Box 1,2023/2024 Contract Plate 2,N,Hair,Chest freezer - hair and biopsy bin,,,,,,,,,,,,,
2023/2024,8233,Grasslands National Park,hair,2023,,,Y,2023/2024 Contract Box 1,2023/2024 Contract Plate 2,N,Hair,Chest freezer - hair and biopsy bin,,,,,,,,,,,,,
2023/2024,8236,Grasslands National Park,hair,2023,,,Y,2023/2024 Contract Box 1,2023/2024 Contract Plate 2,N,Hair,Chest freezer - hair and biopsy bin,,,,,,,,,,,,,
2023/2024,8246,Grasslands National Park,hair,2023,,,Y,2023/2024 Contract Box 1,2023/2024 Contract Plate 2,N,Hair,Chest freezer - hair and biopsy bin,,,,,,,,,,,,,
2023/2024,8253,Grasslands National Park,hair,2023,,,Y,2023/2024 Contract Box 1,2023/2024 Contract Plate 2,N,Hair,Chest freezer - hair and biopsy bin,,,,,,,,,,,,,
2023/2024,8268,Grasslands National Park,hair,2023,,,Y,2023/2024 Contract Box 1,2023/2024 Contract Plate 2,N,Hair,Chest freezer - hair and biopsy bin,,,,,,,,,,,,,
2023/2024,8274,Grasslands National Park,hair,2023,,,Y,2023/2024 Contract Box 1,2023/2024 Contract Plate 2,N,Hair,Chest freezer - hair and biopsy bin,,,,,,,,,,,,,
2023/2024,8275,Grasslands National Park,hair,2023,,,Y,2023/2024 Contract Box 1,2023/2024 Contract Plate 2,N,Hair,Chest freezer - hair and biopsy bin,,,,,,,,,,,,,
2023/2024,8280,Grasslands National Park,hair,2023,,,Y,2023/2024 Contract Box 1,2023/2024 Contract Plate 2,N,Hair,Chest freezer - hair and biopsy bin,,,,,,,,,,,,,
2023/2024,8290,Grasslands National Park,hair,2023,,,Y,2023/2024 Contract Box 1,2023/2024 Contract Plate 2,N,Hair,Chest freezer - hair and biopsy bin,,,,,,,,,,,,,
2023/2024,8296,Grasslands National Park,hair,2023,,,Y,2023/2024 Contract Box 1,2023/2024 Contract Plate 2,N,Hair,Chest freezer - hair and biopsy bin,,,,,,,,,,,,,
2023/2024,24_McCR_001,McCusker River,fecal,2024,,,Y,2023/2024 Contract Box 2,2023/2024 Contract Plate 3,Swab - Bison 2024 Sample Duplicates in Lysis Box,Fecal,Chest Freezer,,,,,,,,,,,,,
2023/2024,24_McCR_002,McCusker River,fecal,2024,,,Y,2023/2024 Contract Box 2,2023/2024 Contract Plate 3,Swab - Bison 2024 Sample Duplicates in Lysis Box,Fecal,Chest Freezer,,,,,,,,,,,,,
2023/2024,24_McCR_003,McCusker River,fecal,2024,,,Y,2023/2024 Contract Box 2,2023/2024 Contract Plate 3,Swab - Bison 2024 Sample Duplicates in Lysis Box,Fecal,Chest Freezer,,,,,,,,,,,,,
2023/2024,24_McCR_004,McCusker River,fecal,2024,,,Y,2023/2024 Contract Box 2,2023/2024 Contract Plate 3,Swab - Bison 2024 Sample Duplicates in Lysis Box,Fecal,Chest Freezer,,,,,,,,,,,,,
2023/2024,24_McCR_005,McCusker River,fecal,2024,,,Y,2023/2024 Contract Box 2,2023/2024 Contract Plate 3,Swab - Bison 2024 Sample Duplicates in Lysis Box,Fecal,Chest Freezer,,,,,,,,,,,,,
2023/2024,24_McCR_006,McCusker River,fecal,2024,,,Y,2023/2024 Contract Box 2,2023/2024 Contract Plate 3,Swab - Bison 2024 Sample Duplicates in Lysis Box,Fecal,Chest Freezer,,,,,,,,,,,,,
2023/2024,24_McCR_007,McCusker River,fecal,2024,,,Y,2023/2024 Contract Box 2,2023/2024 Contract Plate 3,Swab - Bison 2024 Sample Duplicates in Lysis Box,Fecal,Chest Freezer,,,,,,,,,,,,,
2023/2024,24_McCR_008,McCusker River,fecal,2024,,,Y,2023/2024 Contract Box 2,2023/2024 Contract Plate 3,Swab - Bison 2024 Sample Duplicates in Lysis Box,Fecal,Chest Freezer,,,,,,,,,,,,,
2023/2024,24_McCR_009,McCusker River,fecal,2024,,,Y,2023/2024 Contract Box 2,2023/2024 Contract Plate 3,Swab - Bison 2024 Sample Duplicates in Lysis Box,Fecal,Chest Freezer,,,,,,,,,,,,,
2023/2024,24_McCR_010,McCusker River,fecal,2024,,,Y,2023/2024 Contract Box 2,2023/2024 Contract Plate 3,Swab - Bison 2024 Sample Duplicates in Lysis Box,Fecal,Chest Freezer,,,,,,,,,,,,,
2023/2024,24_McCR_011,McCusker River,fecal,2024,,,Y,2023/2024 Contract Box 2,2023/2024 Contract Plate 3,Swab - Bison 2024 Sample Duplicates in Lysis Box,Fecal,Chest Freezer,,,,,,,,,,,,,
2023/2024,24_McCR_012,McCusker River,fecal,2024,,,Y,2023/2024 Contract Box 2,2023/2024 Contract Plate 3,Swab - Bison 2024 Sample Duplicates in Lysis Box,Fecal,Chest Freezer,,,,,,,,,,,,,
2023/2024,24_McCR_013,McCusker River,fecal,2024,,,Y,2023/2024 Contract Box 2,2023/2024 Contract Plate 3,Swab - Bison 2024 Sample Duplicates in Lysis Box,Fecal,Chest Freezer,,,,,,,,,,,,,
2023/2024,24BNP_001,Banff National Park,fecal,1/26/2024,,,Y,2023/2024 Contract Box 2,2023/2024 Contract Plate 3,Swab - Bison 2024 Sample Duplicates in Lysis Box,Fecal,Chest Freezer,,,,,,,,,,,,,
2023/2024,24BNP_002,Banff National Park,fecal,1/26/2024,,,Y,2023/2024 Contract Box 2,2023/2024 Contract Plate 3,Swab - Bison 2024 Sample Duplicates in Lysis Box,Fecal,Chest Freezer,,,,,,,,,,,,,
2023/2024,24BNP_003,Banff National Park,fecal,1/26/2024,,,Y,2023/2024 Contract Box 2,2023/2024 Contract Plate 3,Swab - Bison 2024 Sample Duplicates in Lysis Box,Fecal,Chest Freezer,,,,,,,,,,,,,
2023/2024,24BNP_004,Banff National Park,fecal,2/25/2024,,,Y,2023/2024 Contract Box 2,2023/2024 Contract Plate 3,Swab - Bison 2024 Sample Duplicates in Lysis Box,Fecal,Chest Freezer,,,,,,,,,,,,,
2023/2024,24BNP_005,Banff National Park,fecal,2/25/2024,,,Y,2023/2024 Contract Box 2,2023/2024 Contract Plate 3,Swab - Bison 2024 Sample Duplicates in Lysis Box,Fecal,Chest Freezer,,,,,,,,,,,,,
2023/2024,24BNP_006,Banff National Park,fecal,2/25/2024,,,Y,2023/2024 Contract Box 2,2023/2024 Contract Plate 3,Swab - Bison 2024 Sample Duplicates in Lysis Box,Fecal,Chest Freezer,,,,,,,,,,,,,
2023/2024,24BNP_007,Banff National Park,fecal,2/25/2024,,,Y,2023/2024 Contract Box 2,2023/2024 Contract Plate 3,Swab - Bison 2024 Sample Duplicates in Lysis Box,Fecal,Chest Freezer,,,,,,,,,,,,,
2023/2024,24BNP_008,Banff National Park,fecal,2/25/2024,,,Y,2023/2024 Contract Box 2,2023/2024 Contract Plate 3,Swab - Bison 2024 Sample Duplicates in Lysis Box,Fecal,Chest Freezer,,,,,,,,,,,,,
2023/2024,24BNP_009,Banff National Park,fecal,2/26/2024,,,Y,2023/2024 Contract Box 2,2023/2024 Contract Plate 3,Swab - Bison 2024 Sample Duplicates in Lysis Box,Fecal,Chest Freezer,,,,,,,,,,,,,
2023/2024,24BNP_010,Banff National Park,fecal,2/26/2024,,,Y,2023/2024 Contract Box 2,2023/2024 Contract Plate 3,Swab - Bison 2024 Sample Duplicates in Lysis Box,Fecal,Chest Freezer,,,,,,,,,,,,,
2023/2024,24BNP_011,Banff National Park,fecal,2/26/2024,,,Y,2023/2024 Contract Box 2,2023/2024 Contract Plate 3,Swab - Bison 2024 Sample Duplicates in Lysis Box,Fecal,Chest Freezer,,,,,,,,,,,,,
2023/2024,24BNP_012,Banff National Park,fecal,2/26/2024,,,Y,2023/2024 Contract Box 2,2023/2024 Contract Plate 3,Swab - Bison 2024 Sample Duplicates in Lysis Box,Fecal,Chest Freezer,,,,,,,,,,,,,
2023/2024,24BNP_013,Banff National Park,fecal,2/26/2024,,,Y,2023/2024 Contract Box 2,2023/2024 Contract Plate 3,Swab - Bison 2024 Sample Duplicates in Lysis Box,Fecal,Chest Freezer,,,,,,,,,,,,,
2023/2024,24BNP_014,Banff National Park,fecal,2/26/2024,,,Y,2023/2024 Contract Box 2,2023/2024 Contract Plate 3,Swab - Bison 2024 Sample Duplicates in Lysis Box,Fecal,Chest Freezer,,,,,,,,,,,,,
2023/2024,24BNP_015,Banff National Park,fecal,2/26/2024,,,Y,2023/2024 Contract Box 2,2023/2024 Contract Plate 3,Swab - Bison 2024 Sample Duplicates in Lysis Box,Fecal,Chest Freezer,,,,,,,,,,,,,
2023/2024,24Wab_001,Wabasca,fecal,2024,,,Y,2023/2024 Contract Box 2,2023/2024 Contract Plate 3,Swab - Bison 2024 Sample Duplicates in Lysis Box,N,Sent to Toronto Zoo,,,,,,,,,,,,,
2023/2024,24Wab_0010,Wabasca,fecal,2024,,,Y,2023/2024 Contract Box 2,2023/2024 Contract Plate 3,Swab - Bison 2024 Sample Duplicates in Lysis Box,N,Sent to Toronto Zoo,,,,,,,,,,,,,
2023/2024,24Wab_0011,Wabasca,fecal,2024,,,Y,2023/2024 Contract Box 2,2023/2024 Contract Plate 3,Swab - Bison 2024 Sample Duplicates in Lysis Box,N,Sent to Toronto Zoo,,,,,,,,,,,,,
2023/2024,24Wab_0012,Wabasca,fecal,2024,,,Y,2023/2024 Contract Box 2,2023/2024 Contract Plate 3,Swab - Bison 2024 Sample Duplicates in Lysis Box,N,Sent to Toronto Zoo,,,,,,,,,,,,,
2023/2024,24Wab_0013,Wabasca,hair,2024,,,Y,2023/2024 Contract Box 2,2023/2024 Contract Plate 3,Swab - Bison 2024 Sample Duplicates in Lysis Box,N,Sent to Toronto Zoo,,,,,,,,,,,,,
2023/2024,24Wab_002,Wabasca,fecal,2024,,,Y,2023/2024 Contract Box 2,2023/2024 Contract Plate 3,Swab - Bison 2024 Sample Duplicates in Lysis Box,N,Sent to Toronto Zoo,,,,,,,,,,,,,
2023/2024,24Wab_003,Wabasca,fecal,2024,,,Y,2023/2024 Contract Box 2,2023/2024 Contract Plate 3,Swab - Bison 2024 Sample Duplicates in Lysis Box,N,Sent to Toronto Zoo,,,,,,,,,,,,,
2023/2024,24Wab_004,Wabasca,fecal,2024,,,Y,2023/2024 Contract Box 2,2023/2024 Contract Plate 3,Swab - Bison 2024 Sample Duplicates in Lysis Box,N,Sent to Toronto Zoo,,,,,,,,,,,,,
2023/2024,24Wab_005,Wabasca,fecal,2024,,,Y,2023/2024 Contract Box 2,2023/2024 Contract Plate 3,Swab - Bison 2024 Sample Duplicates in Lysis Box,N,Sent to Toronto Zoo,,,,,,,,,,,,,
2023/2024,24Wab_006,Wabasca,fecal,2024,,,Y,2023/2024 Contract Box 2,2023/2024 Contract Plate 3,Swab - Bison 2024 Sample Duplicates in Lysis Box,N,Sent to Toronto Zoo,,,,,,,,,,,,,
2023/2024,24Wab_007,Wabasca,fecal,2024,,,Y,2023/2024 Contract Box 2,2023/2024 Contract Plate 3,Swab - Bison 2024 Sample Duplicates in Lysis Box,N,Sent to Toronto Zoo,,,,,,,,,,,,,
2023/2024,24Wab_008,Wabasca,fecal,2024,,,Y,2023/2024 Contract Box 2,2023/2024 Contract Plate 3,Swab - Bison 2024 Sample Duplicates in Lysis Box,N,Sent to Toronto Zoo,,,,,,,,,,,,,
2023/2024,24Wab_009,Wabasca,fecal,2024,,,Y,2023/2024 Contract Box 2,2023/2024 Contract Plate 3,Swab - Bison 2024 Sample Duplicates in Lysis Box,N,Sent to Toronto Zoo,,,,,,,,,,,,,
2023/2024,BSN-01,WBNP,Ear,24-Feb-16,,,Y,2023/2024 Contract Box 2,2023/2024 Contract Plate 4,N,Full ear ,Chest Freezer,,,,,,,,,,,,,
2023/2024,BSN-02,WBNP,Ear,24-Feb-16,,,Y,2023/2024 Contract Box 2,2023/2024 Contract Plate 4,N,Full ear ,Chest Freezer,,,,,,,,,,,,,
2023/2024,BSN-03,WBNP,Ear,24-Feb-16,,,Y,2023/2024 Contract Box 2,2023/2024 Contract Plate 4,N,Full ear ,Chest Freezer,,,,,,,,,,,,,
2023/2024,BSN-04,WBNP,Ear,27-Mar-17,,,Y,2023/2024 Contract Box 2,2023/2024 Contract Plate 4,N,Full ear ,Chest Freezer,,,,,,,,,,,,,
2023/2024,BSN-05,WBNP,Ear,11-Aug-17,,,Y,2023/2024 Contract Box 2,2023/2024 Contract Plate 4,N,Full ear ,Chest Freezer,,,,,,,,,,,,,
2023/2024,BSN-07,WBNP,Ear,Sept,,,Y,2023/2024 Contract Box 2,2023/2024 Contract Plate 4,N,Full ear ,Chest Freezer,,,,,,,,,,,,,
2023/2024,BSN-25,WBNP,Ear,13-Feb-10,,,Y,2023/2024 Contract Box 2,2023/2024 Contract Plate 4,N,Full ear ,Chest Freezer,,,,,,,,,,,,,
2023/2024,BSN-46,WBNP,Ear,4-Sep-18,,,Y,2023/2024 Contract Box 2,2023/2024 Contract Plate 4,N,Full ear ,Chest Freezer,,,,,,,,,,,,,
2023/2024,BSN-51,WBNP,Ear,7-Aug-18,,,Y,2023/2024 Contract Box 2,2023/2024 Contract Plate 4,N,Full ear ,Chest Freezer,,,,,,,,,,,,,
2023/2024,BSN-52,WBNP,Ear,19-May-19,,,Y,2023/2024 Contract Box 2,2023/2024 Contract Plate 4,N,Full ear ,Chest Freezer,,,,,,,,,,,,,
2023/2024,BSN-55,WBNP,Ear,25-May-20,,,Y,2023/2024 Contract Box 2,2023/2024 Contract Plate 4,N,Full ear ,Chest Freezer,,,,,,,,,,,,,
2023/2024,BSN-62,WBNP,Ear,6-Nov-20,,,Y,2023/2024 Contract Box 2,2023/2024 Contract Plate 4,N,Full ear ,Chest Freezer,,,,,,,,,,,,,
2023/2024,BSN-63,WBNP,Ear,6-Nov-20,,,Y,2023/2024 Contract Box 2,2023/2024 Contract Plate 4,N,Full ear ,Chest Freezer,,,,,,,,,,,,,
2023/2024,BSN-64,WBNP,Ear,6-Nov-20,,,Y,2023/2024 Contract Box 2,2023/2024 Contract Plate 4,N,Full ear ,Chest Freezer,,,,,,,,,,,,,
2023/2024,BSN-65,WBNP,Ear,6-Nov-20,,,Y,2023/2024 Contract Box 2,2023/2024 Contract Plate 4,N,Full ear ,Chest Freezer,,,,,,,,,,,,,
2023/2024,BSN-66,WBNP,Ear,6-Nov-20,,,Y,2023/2024 Contract Box 2,2023/2024 Contract Plate 4,N,Full ear ,Chest Freezer,,,,,,,,,,,,,
2023/2024,BSN-67,WBNP,Ear,6-Nov-20,,,Y,2023/2024 Contract Box 2,2023/2024 Contract Plate 4,N,Full ear ,Chest Freezer,,,,,,,,,,,,,
2023/2024,BSN-68,WBNP,Ear,6-Nov-20,,,Y,2023/2024 Contract Box 2,2023/2024 Contract Plate 4,N,Full ear ,Chest Freezer,,,,,,,,,,,,,
2023/2024,BSN-69,WBNP,Ear,6-Nov-20,,,Y,2023/2024 Contract Box 2,2023/2024 Contract Plate 4,N,Full ear ,Chest Freezer,,,,,,,,,,,,,
2023/2024,BSN-70,WBNP,Ear,17-Nov-20,,,Y,2023/2024 Contract Box 2,2023/2024 Contract Plate 4,N,Full ear ,Chest Freezer,,,,,,,,,,,,,
2023/2024,BSN-95,WBNP,Ear,30-Aug-21,,,Y,2023/2024 Contract Box 2,2023/2024 Contract Plate 4,N,Full ear ,Chest Freezer,,,,,,,,,,,,,
2023/2024,MAN-391-Fe,Chitek Lake (MB),Fecal,3/14/2023,,,Y,Bison Swab DNA Box,2023/2024 Contract Plate 1,N,N,,,,,,,,,,,,,,
2023/2024,MAN-392-Fe,Chitek Lake (MB),Fecal,3/14/2023,,,Y,Bison Swab DNA Box,2023/2024 Contract Plate 1,N,N,,,,,,,,,,,,,,
2023/2024,MAN-393-Fe,Chitek Lake (MB),Fecal,3/14/2023,,,Y,Bison Swab DNA Box,2023/2024 Contract Plate 1,N,N,,,,,,,,,,,,,,
2023/2024,MAN-394-Fe,Chitek Lake (MB),Fecal,3/14/2023,,,Y,Bison Swab DNA Box,2023/2024 Contract Plate 1,N,N,,,,,,,,,,,,,,
2023/2024,MAN-395-Fe,Chitek Lake (MB),Fecal,3/14/2023,,,Y,Bison Swab DNA Box,2023/2024 Contract Plate 1,N,N,,,,,,,,,,,,,,
2023/2024,MAN-396-Fe,Chitek Lake (MB),Fecal,3/14/2023,,,Y,Bison Swab DNA Box,2023/2024 Contract Plate 1,N,N,,,,,,,,,,,,,,
2023/2024,MAN-397-Fe,Chitek Lake (MB),Fecal,3/14/2023,,,Y,Bison Swab DNA Box,2023/2024 Contract Plate 1,N,N,,,,,,,,,,,,,,
2023/2024,MAN-398-Fe,Chitek Lake (MB),Fecal,3/14/2023,,,Y,Bison Swab DNA Box,2023/2024 Contract Plate 1,N,N,,,,,,,,,,,,,,
2023/2024,MAN-399-Fe,Chitek Lake (MB),Fecal,3/14/2023,,,Y,Bison Swab DNA Box,2023/2024 Contract Plate 1,N,N,,,,,,,,,,,,,,
2023/2024,MAN-400-Fe,Chitek Lake (MB),Fecal,3/14/2023,,,Y,Bison Swab DNA Box,2023/2024 Contract Plate 1,N,N,,,,,,,,,,,,,,
2023/2024,MAN-402-Fe,Chitek Lake (MB),Fecal,3/14/2023,,,Y,,2023/2024 Contract Plate 1,N,N,,,,,,,,,,,,,,
2023/2024,MAN-403-Fe,Chitek Lake (MB),Fecal,3/14/2023,,,Y,Bison Swab DNA Box,2023/2024 Contract Plate 1,N,N,,,,,,,,,,,,,,
2023/2024,MAN-404-Fe,Chitek Lake (MB),Fecal,3/14/2023,,,Y,Bison Swab DNA Box,2023/2024 Contract Plate 1,N,N,,,,,,,,,,,,,,
2023/2024,MAN-405-Fe,Chitek Lake (MB),Fecal,3/14/2023,,,Y,Bison Swab DNA Box,2023/2024 Contract Plate 1,N,N,,,,,,,,,,,,,,
2023/2024,MAN-406-Fe,Chitek Lake (MB),Fecal,3/14/2023,,,Y,Bison Swab DNA Box,2023/2024 Contract Plate 1,N,N,,,,,,,,,,,,,,
2023/2024,MAN-407-Fe,Chitek Lake (MB),Fecal,3/14/2023,,,Y,Bison Swab DNA Box,2023/2024 Contract Plate 1,N,N,,,,,,,,,,,,,,
2023/2024,MAN-408-Fe,Chitek Lake (MB),Fecal,3/14/2023,,,Y,Bison Swab DNA Box,2023/2024 Contract Plate 1,N,N,,,,,,,,,,,,,,
2023/2024,MAN-409-Fe,Chitek Lake (MB),Fecal,3/14/2023,,,Y,Bison Swab DNA Box,2023/2024 Contract Plate 1,N,N,,,,,,,,,,,,,,
2023/2024,MAN-410-Fe,Chitek Lake (MB),Fecal,3/14/2023,,,Y,Bison Swab DNA Box,2023/2024 Contract Plate 1,N,N,,,,,,,,,,,,,,
2023/2024,MAN-411-Fe,Chitek Lake (MB),Fecal,3/14/2023,,,Y,Bison Swab DNA Box,2023/2024 Contract Plate 1,N,N,,,,,,,,,,,,,,
2023/2024,MAN-412-Fe,Chitek Lake (MB),Fecal,3/14/2023,,,Y,,2023/2024 Contract Plate 1,N,N,,,,,,,,,,,,,,
2023/2024,MAN-413-Fe,Chitek Lake (MB),Fecal,3/14/2023,,,Y,Bison Swab DNA Box,2023/2024 Contract Plate 1,N,N,,,,,,,,,,,,,,
2023/2024,MAN-414-Fe,Chitek Lake (MB),Fecal,3/14/2023,,,Y,Bison Swab DNA Box,2023/2024 Contract Plate 1,N,N,,,,,,,,,,,,,,
