Kit #,Sample name,Description,Contact,Date received at LeRDC/Sherbrooke,Condition on Arrival,Sample temperature,Bison Sex,Age,Bison Herd,Area,Bison subspecies,Date of Collection,Location (GPS?),Notes,date of gDNA extraction,DNA/Sample sent to Trent,Metagenomic,5 mL tube,2 mL tube,Ziploc,Comments,,1
1333,YUK-1333-fe,Fecal,Thomas Jung/Hannah Miller/Jane Harms,6/20/2024,Frozen,Frozen,Unknown,Unknown,Aishihik,Yukon Government,Wood,3/22/2024,,2024-Mar-AH-19,8/6/2024,,,,,,Subsampled (2024-07-31),,
1334,YUK-1334-fe,Fecal,Thomas Jung/Hannah Miller/Jane Harms,6/20/2024,Frozen,Frozen,Unknown,Unknown,Aishihik,Yukon Government,Wood,3/22/2024,,2024-Mar-AH-20,8/7/2024,,,,,,Subsampled (2024-07-31),,
1335,YUK-1335-fe,Fecal,Thomas Jung/Hannah Miller/Jane Harms,6/20/2024,Frozen,Frozen,Unknown,Unknown,Aishihik,Yukon Government,Wood,3/22/2024,,2024-Mar-AH-21,8/7/2024,,,,,,Subsampled (2024-07-30),,
1336,YUK-1336-fe,Fecal,Thomas Jung/Hannah Miller/Jane Harms,6/20/2024,Frozen,Frozen,Unknown,Unknown,Aishihik,Yukon Government,Wood,3/22/2024,,2024-Mar-AH-22,8/14/2024,,,,,,Subsampled (2024-08-01),,
1337,YUK-1337-fe,Fecal,Thomas Jung/Hannah Miller/Jane Harms,6/20/2024,Frozen,Frozen,Unknown,Unknown,Aishihik,Yukon Government,Wood,3/22/2024,,2024-Mar-AH-23,8/7/2024,,,,,,Subsampled (2024-07-30),,
1338,YUK-1338-fe,Fecal,Thomas Jung/Hannah Miller/Jane Harms,6/20/2024,Frozen,Frozen,Unknown,Unknown,Aishihik,Yukon Government,Wood,3/22/2024,,2024-Mar-AH-24,8/6/2024,,,,,,Subsampled (2024-08-01),,
1339,YUK-1339-fe,Fecal,Thomas Jung/Hannah Miller/Jane Harms,6/20/2024,Frozen,Frozen,Unknown,Unknown,Aishihik,Yukon Government,Wood,3/22/2024,,2024-Mar-AH-25,8/6/2024,,,,,,Subsampled (2024-07-31),,
1340,YUK-1340-fe,Fecal,Thomas Jung/Hannah Miller/Jane Harms,6/20/2024,Frozen,Frozen,Unknown,Unknown,Aishihik,Yukon Government,Wood,3/22/2024,,2024-Mar-AH-26,,,,,,,,,
1341,YUK-1341-fe,Fecal,Thomas Jung/Hannah Miller/Jane Harms,6/20/2024,Frozen,Frozen,Unknown,Unknown,Aishihik,Yukon Government,Wood,3/22/2024,,2024-Mar-AH-27,8/7/2024,,,,,,Subsampled (2024-07-30),,
1342,YUK-1342-fe,Fecal,Thomas Jung/Hannah Miller/Jane Harms,6/20/2024,Frozen,Frozen,Unknown,Unknown,Aishihik,Yukon Government,Wood,3/22/2024,,2024-Mar-AH-28,8/6/2024,,,,,,Subsampled (2024-07-30),,
1343,YUK-1343-fe,Fecal,Thomas Jung/Hannah Miller/Jane Harms,6/20/2024,Frozen,Frozen,Unknown,Unknown,Aishihik,Yukon Government,Wood,3/22/2024,,2024-Mar-AH-29,8/7/2024,,,,,,Subsampled (2024-07-30),,
1344,YUK-1344-fe,Fecal,Thomas Jung/Hannah Miller/Jane Harms,6/20/2024,Frozen,Frozen,Unknown,Unknown,Aishihik,Yukon Government,Wood,3/22/2024,,2024-Mar-AH-30,8/7/2024,,,,,,Subsampled (2024-07-30),,
1345,YUK-1345-fe,Fecal,Thomas Jung/Hannah Miller/Jane Harms,6/20/2024,Frozen,Frozen,Unknown,Unknown,Aishihik,Yukon Government,Wood,3/22/2024,,2024-Mar-AH-31,8/7/2024,,,,,,Subsampled (2024-07-30),,
1346,YUK-1346-fe,Fecal,Thomas Jung/Hannah Miller/Jane Harms,6/20/2024,Frozen,Frozen,Unknown,Unknown,Aishihik,Yukon Government,Wood,3/22/2024,,2024-Mar-AH-32,8/7/2024,,,,,,Subsampled (2024-08-01),,
1347,YUK-1347-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,6/20/2024,Frozen,Frozen,Unknown,Unknown,Nordquist,BC/YT Government,Wood,3/13/2024,,2024-Mar-Nord-01,8/14/2024,,,,,,Subsampled (2024-08-01),,
1348,YUK-1348-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,6/20/2024,Frozen,Frozen,Unknown,Unknown,Nordquist,BC/YT Government,Wood,3/13/2024,,2024-Mar-Nord-02,8/14/2024,,,,,,Subsampled (2024-07-31),,
1349,YUK-1349-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,6/20/2024,Frozen,Frozen,Unknown,Unknown,Nordquist,BC/YT Government,Wood,3/13/2024,,2024-Mar-Nord-03,8/13/2024,,,,,,Subsampled (2024-07-31),,
1350,YUK-1350-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,6/20/2024,Frozen,Frozen,Unknown,Unknown,Nordquist,BC/YT Government,Wood,3/13/2024,,2024-Mar-Nord-04,8/14/2024,,,,,,Subsampled (2024-08-01),,
1351,YUK-1351-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,6/20/2024,Frozen,Frozen,Unknown,Unknown,Nordquist,BC/YT Government,Wood,3/13/2024,,2024-Mar-Nord-05,8/13/2024,,,,,,Subsampled (2024-07-31),,
1352,YUK-1352-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,6/20/2024,Frozen,Frozen,Unknown,Unknown,Nordquist,BC/YT Government,Wood,3/13/2024,,2024-Mar-Nord-06,8/7/2024,,,,,,Subsampled (2024-07-31),,
1353,YUK-1353-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,6/20/2024,Frozen,Frozen,Unknown,Unknown,Nordquist,BC/YT Government,Wood,3/13/2024,,2024-Mar-Nord-07,8/14/2024,,,,,,Subsampled (2024-08-01),,
1354,YUK-1354-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,6/20/2024,Frozen,Frozen,Unknown,Unknown,Nordquist,BC/YT Government,Wood,3/13/2024,,2024-Mar-Nord-08,8/14/2024,,,,,,Subsampled (2024-08-01),,
1355,YUK-1355-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,6/20/2024,Frozen,Frozen,Unknown,Unknown,Nordquist,BC/YT Government,Wood,3/13/2024,,2024-Mar-Nord-09,8/14/2024,,,,,,Subsampled (2024-08-01),,
1356,YUK-1356-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,6/20/2024,Frozen,Frozen,Unknown,Unknown,Nordquist,BC/YT Government,Wood,3/13/2024,,2024-Mar-Nord-10,8/13/2024,,,,,,Subsampled (2024-07-31),,
1357,YUK-1357-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,6/20/2024,Frozen,Frozen,Unknown,Unknown,Nordquist,BC/YT Government,Wood,3/13/2024,,2024-Mar-Nord-11,8/13/2024,,,,,,Subsampled (2024-07-31),,
1358,YUK-1358-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,6/20/2024,Frozen,Frozen,Unknown,Unknown,Nordquist,BC/YT Government,Wood,3/13/2024,,2024-Mar-Nord-12,8/7/2024,,,,,,Subsampled (2024-08-01),,
1359,YUK-1359-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,6/20/2024,Frozen,Frozen,Unknown,Unknown,Nordquist,BC/YT Government,Wood,3/13/2024,,2024-Mar-Nord-13,8/14/2024,,,,,,Subsampled (2024-07-31),,
1360,YUK-1360-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,6/20/2024,Frozen,Frozen,Unknown,Unknown,Nordquist,BC/YT Government,Wood,3/13/2024,,2024-Mar-Nord-14,8/13/2024,,,,,,Subsampled (2024-07-31),,
1361,YUK-1361-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,6/20/2024,Frozen,Frozen,Unknown,Unknown,Nordquist,BC/YT Government,Wood,3/13/2024,,2024-Mar-Nord-15,8/13/2024,,,,,,Subsampled (2024-07-31),,
1362,YUK-1362-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,6/20/2024,Frozen,Frozen,Unknown,Unknown,Nordquist,BC/YT Government,Wood,3/13/2024,,2024-Mar-Nord-16,8/13/2024,,,,,,Subsampled (2024-07-30),,
1363,YUK-1363-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,6/20/2024,Frozen,Frozen,Unknown,Unknown,Nordquist,BC/YT Government,Wood,3/13/2024,,2024-Mar-Nord-17,8/13/2024,,,,,,Subsampled (2024-07-31),,
1364,YUK-1364-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,6/20/2024,Frozen,Frozen,Unknown,Unknown,Nordquist,BC/YT Government,Wood,3/13/2024,,2024-Mar-Nord-18,8/14/2024,,,,,,Subsampled (2024-08-01),,
1365,YUK-1365-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,6/20/2024,Frozen,Frozen,Unknown,Unknown,Nordquist,BC/YT Government,Wood,3/13/2024,,2024-Mar-Nord-19,8/14/2024,,,,,,Subsampled (2024-08-01),,
1366,YUK-1366-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,6/20/2024,Frozen,Frozen,Unknown,Unknown,Nordquist,BC/YT Government,Wood,3/13/2024,,2024-Mar-Nord-20,8/14/2024,,,,,,Subsampled (2024-07-30),,
1367,YUK-1367-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,6/20/2024,Frozen,Frozen,Unknown,Unknown,Nordquist,BC/YT Government,Wood,3/13/2024,,2024-Mar-Nord-21,8/13/2024,,,,,,Subsampled (2024-07-30),,
1368,YUK-1368-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,6/20/2024,Frozen,Frozen,Unknown,Unknown,Nordquist,BC/YT Government,Wood,3/13/2024,,2024-Mar-Nord-22,8/14/2024,,,,,,Subsampled (2024-07-30),,
1369,YUK-1369-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,6/20/2024,Frozen,Frozen,Unknown,Unknown,Nordquist,BC/YT Government,Wood,3/13/2024,,2024-Mar-Nord-23,8/13/2024,,,,,,Subsampled (2024-07-30),,
1370,YUK-1370-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,6/20/2024,Frozen,Frozen,Unknown,Unknown,Nordquist,BC/YT Government,Wood,3/13/2024,,2024-Mar-Nord-24,8/14/2024,,,,,,Subsampled (2024-07-30),,
1371,YUK-1371-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,6/20/2024,Frozen,Frozen,Unknown,Unknown,Nordquist,BC/YT Government,Wood,3/13/2024,,2024-Mar-Nord-25,8/13/2024,,,,,,Subsampled (2024-07-30),,
1372,YUK-1372-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,6/20/2024,Frozen,Frozen,Unknown,Unknown,Nordquist,BC/YT Government,Wood,3/13/2024,,2024-Mar-Nord-26,8/14/2024,,,,,,Subsampled (2024-07-31),,
1373,YUK-1373-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,6/20/2024,Frozen,Frozen,Unknown,Unknown,Nordquist,BC/YT Government,Wood,3/13/2024,,2024-Mar-Nord-27,8/14/2024,,,,,,Subsampled (2024-07-31),,
1374,YUK-1374-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,6/20/2024,Frozen,Frozen,Unknown,Unknown,Nordquist,BC/YT Government,Wood,3/13/2024,,2024-Mar-Nord-28,8/13/2024,,,,,,Subsampled (2024-07-31),,
1375,YUK-1375-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,6/20/2024,Frozen,Frozen,Unknown,Unknown,Nordquist,BC/YT Government,Wood,3/13/2024,,2024-Mar-Nord-29,8/14/2024,,,,,,Subsampled (2024-08-01),,
1376,YUK-1376-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,6/20/2024,Frozen,Frozen,Unknown,Unknown,Nordquist,BC/YT Government,Wood,3/13/2024,,2024-Mar-Nord-30,8/13/2024,,,,,,Subsampled (2024-07-31),,
1377,YUK-1377-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,6/20/2024,Frozen,Frozen,Unknown,Unknown,Nordquist,BC/YT Government,Wood,3/13/2024,,2024-Mar-Nord-31,8/14/2024,,,,,,Subsampled (2024-07-31),,
1378,YUK-1378-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker/Hannah Miller,8/20/2024,Frozen,Warm,Unknown,Unknown,Nordquist,BC/YT Government,Wood,5/30/2024,,2024-Jun-Nord-01,10/30/2024,,,,,,Subsampled (2024-08-22),,
1379,YUK-1379-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker/Hannah Miller,8/20/2024,Frozen,Warm,Unknown,Unknown,Nordquist,BC/YT Government,Wood,5/30/2024,,2024-Jun-Nord-02,10/30/2024,,,,,,Subsampled (2024-08-23),,
1380,YUK-1380-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker/Hannah Miller,8/20/2024,Frozen,Warm,Unknown,Unknown,Nordquist,BC/YT Government,Wood,5/30/2024,,2024-Jun-Nord-03,10/30/2024,,,,,,Subsampled (2024-08-23),,
1381,YUK-1381-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker/Hannah Miller,8/20/2024,Frozen,Warm,Unknown,Unknown,Nordquist,BC/YT Government,Wood,5/30/2024,,2024-Jun-Nord-04,10/30/2024,,,,,,Subsampled (2024-08-22),,
1382,YUK-1382-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker/Hannah Miller,8/20/2024,Frozen,Warm,Unknown,Unknown,Nordquist,BC/YT Government,Wood,5/30/2024,,2024-Jun-Nord-05,10/30/2024,,,,,,Subsampled (2024-08-22),,
1383,YUK-1383-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker/Hannah Miller,8/20/2024,Frozen,Warm,Unknown,Unknown,Nordquist,BC/YT Government,Wood,5/30/2024,,2024-Jun-Nord-06,10/30/2024,,,,,,Subsampled (2024-08-21),,
1384,YUK-1384-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker/Hannah Miller,8/20/2024,Frozen,Warm,Unknown,Unknown,Nordquist,BC/YT Government,Wood,5/30/2024,,2024-Jun-Nord-07,10/30/2024,,,,,,Subsampled (2024-08-21),,
1385,YUK-1385-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker/Hannah Miller,8/20/2024,Frozen,Warm,Unknown,Unknown,Nordquist,BC/YT Government,Wood,5/30/2024,,2024-Jun-Nord-08,10/30/2024,,,,,,Subsampled (2024-08-22),,
1386,YUK-1386-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker/Hannah Miller,8/20/2024,Frozen,Warm,Unknown,Unknown,Nordquist,BC/YT Government,Wood,5/30/2024,,2024-Jun-Nord-09,10/30/2024,,,,,,Subsampled (2024-08-21),,
1387,YUK-1387-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker/Hannah Miller,8/20/2024,Frozen,Warm,Unknown,Unknown,Nordquist,BC/YT Government,Wood,5/30/2024,,2024-Jun-Nord-10,10/30/2024,,,,,,Subsampled (2024-08-21),,
1388,YUK-1388-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker/Hannah Miller,8/20/2024,Frozen,Warm,Unknown,Unknown,Nordquist,BC/YT Government,Wood,5/30/2024,,2024-Jun-Nord-11,10/30/2024,,,,,,Subsampled (2024-08-21),,
1389,YUK-1389-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker/Hannah Miller,8/20/2024,Frozen,Warm,Unknown,Unknown,Nordquist,BC/YT Government,Wood,5/30/2024,,2024-Jun-Nord-12,10/30/2024,,,,,,Subsampled (2024-08-22),,
1390,YUK-1390-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker/Hannah Miller,8/20/2024,Frozen,Warm,Unknown,Unknown,Nordquist,BC/YT Government,Wood,5/30/2024,,2024-Jun-Nord-13,10/30/2024,,,,,,Subsampled (2024-08-21),,
1391,YUK-1391-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker/Hannah Miller,8/20/2024,Frozen,Warm,Unknown,Unknown,Nordquist,BC/YT Government,Wood,5/30/2024,,2024-Jun-Nord-14,10/30/2024,,,,,,Subsampled (2024-08-21),,
1392,YUK-1392-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker/Hannah Miller,8/20/2024,Frozen,Warm,Unknown,Unknown,Nordquist,BC/YT Government,Wood,5/30/2024,,2024-Jun-Nord-15,10/30/2024,,,,,,Subsampled (2024-08-21),,
1393,YUK-1393-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker/Hannah Miller,8/20/2024,Frozen,Warm,Unknown,Unknown,Nordquist,BC/YT Government,Wood,5/30/2024,,2024-Jun-Nord-16,10/30/2024,,,,,,Subsampled (2024-08-22),,
1394,YUK-1394-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker/Hannah Miller,8/20/2024,Frozen,Warm,Unknown,Unknown,Nordquist,BC/YT Government,Wood,5/30/2024,,2024-Jun-Nord-17,10/30/2024,,,,,,Subsampled (2024-08-21),,
1395,YUK-1395-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker/Hannah Miller,8/20/2024,Frozen,Warm,Unknown,Unknown,Nordquist,BC/YT Government,Wood,5/30/2024,,2024-Jun-Nord-18,10/30/2024,,,,,,Subsampled (2024-08-22),,
1396,YUK-1396-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker/Hannah Miller,8/20/2024,Frozen,Warm,Unknown,Unknown,Nordquist,BC/YT Government,Wood,5/30/2024,,2024-Jun-Nord-19,10/30/2024,,,,,,Subsampled (2024-08-21),,
1397,YUK-1397-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker/Hannah Miller,8/20/2024,Frozen,Warm,Unknown,Unknown,Nordquist,BC/YT Government,Wood,5/30/2024,,2024-Jun-Nord-20,11/1/2024,,,,,,Subsampled (2024-08-22),,
1398,YUK-1398-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker/Hannah Miller,8/20/2024,Frozen,Warm,Unknown,Unknown,Nordquist,BC/YT Government,Wood,5/30/2024,,2024-Jun-Nord-21,11/1/2024,,,,,,Subsampled (2024-08-22),,
1399,YUK-1399-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker/Hannah Miller,8/20/2024,Frozen,Warm,Unknown,Unknown,Nordquist,BC/YT Government,Wood,5/30/2024,,2024-Jun-Nord-22,11/1/2024,,,,,,Subsampled (2024-08-22),,
13,YUK-13-fe,Fecal,Shannon Stotyn/Thomas Jung/Jane Harms,11/29/2023,Frozen,,,,Aishihik,Yukon-Government,Wood,2/23/2022,,,3/27/2024,,,,,,,,
1400,YUK-1400-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker/Hannah Miller,8/20/2024,Frozen,Warm,Unknown,Unknown,Nordquist,BC/YT Government,Wood,5/30/2024,,2024-Jun-Nord-23,11/1/2024,,,,,,Subsampled (2024-08-23),,
1401,YUK-1401-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker/Hannah Miller,8/20/2024,Frozen,Warm,Unknown,Unknown,Nordquist,BC/YT Government,Wood,5/30/2024,,2024-Jun-Nord-24,11/1/2024,,,,,,Subsampled (2024-08-21),,
1402,YUK-1402-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker/Hannah Miller,8/20/2024,Frozen,Warm,Unknown,Unknown,Nordquist,BC/YT Government,Wood,5/30/2024,,2024-Jun-Nord-25,11/1/2024,,,,,,Subsampled (2024-08-21),,
1403,YUK-1403-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker/Hannah Miller,8/20/2024,Frozen,Warm,Unknown,Unknown,Nordquist,BC/YT Government,Wood,5/30/2024,,2024-Jun-Nord-26,11/1/2024,,,,,,Subsampled (2024-08-22),,
1404,YUK-1404-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker/Hannah Miller,8/20/2024,Frozen,Warm,Unknown,Unknown,Nordquist,BC/YT Government,Wood,5/30/2024,,2024-Jun-Nord-27,11/1/2024,,,,,,Subsampled (2024-08-21),,
1405,YUK-1405-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker/Hannah Miller,8/20/2024,Frozen,Warm,Unknown,Unknown,Nordquist,BC/YT Government,Wood,5/30/2024,,2024-Jun-Nord-28,11/1/2024,,,,,,Subsampled (2024-08-21),,
1406,YUK-1406-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker/Hannah Miller,8/20/2024,Frozen,Warm,Unknown,Unknown,Nordquist,BC/YT Government,Wood,5/30/2024,,2024-Jun-Nord-29,11/1/2024,,,,,,Subsampled (2024-08-23),,
1407,YUK-1407-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker/Hannah Miller,8/20/2024,Frozen,Warm,Unknown,Unknown,Nordquist,BC/YT Government,Wood,5/30/2024,,2024-Jun-Nord-30,11/1/2024,,,,,,Subsampled (2024-08-21),,
1408,YUK-1408-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker/Hannah Miller,8/20/2024,Frozen,Warm,Unknown,Unknown,Nordquist,BC/YT Government,Wood,5/30/2024,,2024-Jun-Nord-31,11/1/2024,,,,,,Subsampled (2024-08-23),,
1409,YUK-1409-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker/Hannah Miller,8/20/2024,Frozen,Warm,Unknown,Unknown,Nordquist,BC/YT Government,Wood,5/30/2024,,2024-Jun-Nord-32,11/1/2024,,,,,,Subsampled (2024-08-22),,
1410,YUK-1410-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker/Hannah Miller,8/20/2024,Frozen,Warm,Bull,Adult,Nordquist,BC/YT Government,Wood,5/30/2024,,2024-Jun-Nord-33,11/1/2024,,,,,,Subsampled (2024-08-22),,
1411,YUK-1411-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker/Hannah Miller,8/20/2024,Frozen,Warm,Bull,Adult,Nordquist,BC/YT Government,Wood,5/30/2024,,2024-Jun-Nord-34,11/1/2024,,,,,,Subsampled (2024-08-22),,
1412,YUK-1412-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker/Hannah Miller,8/20/2024,Frozen,Warm,Bull,Adult,Nordquist,BC/YT Government,Wood,5/30/2024,,2024-Jun-Nord-35,11/1/2024,,,,,,Subsampled (2024-08-22),,
1413,YUK-1413-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker/Hannah Miller,8/20/2024,Frozen,Warm,Bull,Adult,Nordquist,BC/YT Government,Wood,5/30/2024,,2024-Jun-Nord-36,11/1/2024,,,,,,Subsampled (2024-08-22),,
1488,YUK-1488-fe,Fecal,Thomas Jung/Ryan Drummond/Hannah Miller/Jane Harms,9/10/2024,Frozen,,Unknown,Unknown,Aishihik,YT Government,Wood,7/27/2024,,2024-Jul-AH-01,10/1/2024,,,,,,Subsampled (2024-09-20),,
1489,YUK-1489-fe,Fecal,Thomas Jung/Ryan Drummond/Hannah Miller/Jane Harms,9/10/2024,Frozen,,Unknown,Unknown,Aishihik,YT Government,Wood,7/27/2024,,2024-Jul-AH-02,10/1/2024,,,,,,Subsampled (2024-09-20),,
1490,YUK-1490-fe,Fecal,Thomas Jung/Ryan Drummond/Hannah Miller/Jane Harms,9/10/2024,Frozen,,Unknown,Unknown,Aishihik,YT Government,Wood,7/27/2024,,2024-Jul-AH-03,10/1/2024,,,,,,Subsampled (2024-09-20),,
1491,YUK-1491-fe,Fecal,Thomas Jung/Ryan Drummond/Hannah Miller/Jane Harms,9/10/2024,Frozen,,Unknown,Unknown,Aishihik,YT Government,Wood,7/27/2024,,2024-Jul-AH-04,10/1/2024,,,,,,Subsampled (2024-09-20),,
1492,YUK-1492-fe,Fecal,Thomas Jung/Ryan Drummond/Hannah Miller/Jane Harms,9/10/2024,Frozen,,Unknown,Unknown,Aishihik,YT Government,Wood,7/27/2024,,2024-Jul-AH-05,10/1/2024,,,,,,Subsampled (2024-09-20),,
1493,YUK-1493-fe,Fecal,Thomas Jung/Ryan Drummond/Hannah Miller/Jane Harms,9/10/2024,Frozen,,Unknown,Unknown,Aishihik,YT Government,Wood,7/27/2024,,2024-Jul-AH-06,10/1/2024,,,,,,Subsampled (2024-09-20),,
1494,YUK-1494-fe,Fecal,Thomas Jung/Ryan Drummond/Hannah Miller/Jane Harms,9/10/2024,Frozen,,Unknown,Unknown,Aishihik,YT Government,Wood,7/27/2024,,2024-Jul-AH-07,10/1/2024,,,,,,Subsampled (2024-09-20),,
1495,YUK-1495-fe,Fecal,Thomas Jung/Ryan Drummond/Hannah Miller/Jane Harms,9/10/2024,Frozen,,Unknown,Unknown,Aishihik,YT Government,Wood,7/27/2024,,2024-Jul-AH-08,10/1/2024,,,,,,Subsampled (2024-09-20),,
1496,YUK-1496-fe,Fecal,Thomas Jung/Ryan Drummond/Hannah Miller/Jane Harms,9/10/2024,Frozen,,Unknown,Unknown,Aishihik,YT Government,Wood,7/27/2024,,2024-Jul-AH-09,10/1/2024,,,,,,Subsampled (2024-09-20),,
1497,YUK-1497-fe,Fecal,Thomas Jung/Ryan Drummond/Hannah Miller/Jane Harms,9/10/2024,Frozen,,Unknown,Unknown,Aishihik,YT Government,Wood,7/27/2024,,2024-Jul-AH-10,10/1/2024,,,,,,Subsampled (2024-09-20),,
1498,YUK-1498-fe,Fecal,Thomas Jung/Ryan Drummond/Hannah Miller/Jane Harms,9/10/2024,Frozen,,Unknown,Unknown,Aishihik,YT Government,Wood,7/27/2024,,2024-Jul-AH-11,10/1/2024,,,,,,Subsampled (2024-09-20),,
1499,YUK-1499-fe,Fecal,Thomas Jung/Ryan Drummond/Hannah Miller/Jane Harms,9/10/2024,Frozen,,Unknown,Unknown,Aishihik,YT Government,Wood,7/27/2024,,2024-Jul-AH-12,10/1/2024,,,,,,Subsampled (2024-09-20),,
1500,YUK-1500-fe,Fecal,Thomas Jung/Ryan Drummond/Hannah Miller/Jane Harms,9/10/2024,Frozen,,Unknown,Unknown,Aishihik,YT Government,Wood,7/27/2024,,2024-Jul-AH-13,10/1/2024,,,,,,Subsampled (2024-09-27),,
1501,YUK-1501-fe,Fecal,Thomas Jung/Ryan Drummond/Hannah Miller/Jane Harms,9/10/2024,Frozen,,Unknown,Unknown,Aishihik,YT Government,Wood,7/27/2024,,2024-Jul-AH-14,10/1/2024,,,,,,Subsampled (2024-09-27),,
1502,YUK-1502-fe,Fecal,Thomas Jung/Ryan Drummond/Hannah Miller/Jane Harms,9/10/2024,Frozen,,Unknown,Unknown,Aishihik,YT Government,Wood,7/27/2024,,2024-Jul-AH-15,10/1/2024,,,,,,Subsampled (2024-09-27),,
1503,YUK-1503-fe,Fecal,Thomas Jung/Ryan Drummond/Hannah Miller/Jane Harms,9/10/2024,Frozen,,Unknown,Unknown,Aishihik,YT Government,Wood,7/27/2024,,2024-Jul-AH-16,10/1/2024,,,,,,Subsampled (2024-09-27),,
1504,YUK-1504-fe,Fecal,Thomas Jung/Ryan Drummond/Hannah Miller/Jane Harms,9/10/2024,Frozen,,Unknown,Unknown,Aishihik,YT Government,Wood,7/27/2024,,2024-Jul-AH-17,10/1/2024,,,,,,Subsampled (2024-09-27),,
1505,YUK-1505-fe,Fecal,Thomas Jung/Ryan Drummond/Hannah Miller/Jane Harms,9/10/2024,Frozen,,Unknown,Unknown,Aishihik,YT Government,Wood,7/27/2024,,2024-Jul-AH-18,10/1/2024,,,,,,Subsampled (2024-09-27),,
